container,crop,rep,bay,reservoir_size_liters,plant,date,pH,EC,h2o_temp_C,d.o.,plant_height_cm,harvest_fresh_mass_g,harvest_dry_mass_g,PAR_CCT,PAR_CRI (Ra),PAR_DLI,PAR_ä½D (380~780 nm),PAR_ä½p (380~780 nm),PAR_Illuminance,PAR_PPFD (400 - 700 nm),PAR_PPFD B (400 - 499 nm),PAR_PPFD FR (701 - 780 nm),PAR_PPFD G (500 - 599 nm),PAR_PPFD R (600 - 700 nm),PAR_PPFD UV (380 - 399 nm),PAR_R/B,PAR_R/FR,PAR_YPFD (380 - 780 nm),PAR_YPFD (400 - 700 nm),PAR_YPFD B (400 - 499 nm),PAR_YPFD FR (701 - 780 nm),PAR_YPFD G (500 - 599 nm),PAR_YPFD R (600 - 700 nm),PAR_YPFD UV (380 - 399 nm),solution_K_ppmK,solution_Ca_ppmCA,solution_Mg_ppmMg,solution_Na_ppmNa,solution_P_ppmN,solution_S_ppmS,solution_Cl_ppmCl,solution_NH4N_ppmNH4N,solution_NO3N_ppmNO3N,solution_ALK_ppmCaCO3,solution_pH,solution_EC,solution_Urea_ppmurea,solution_Fe_ppm_Fe,solution_Mn_ppmMn,solution_B_ppmB,solution_Cu_ppmCu,solution_Zn_ppmAn,solution_Mo_ppmMo,solution_Al_ppmAl,tissue_N_%,tissue_P_%,tissue_K_%,tissue_Ca_%,tissue_Mg_%,tissue_S_ppm,tissue_Fe_ppm,tissue_Mn_ppm,tissue_B_ppm,tissue_Cu_ppm,tissue_Zn_ppm,tissue_Mo_ppm,tissue_Na_ppm,tissue_Al_ppm
FS2,basil,2,201,75,101,20181029,5.8,2.2,24,NA,13.5,NA,NA,0,0,22.978,0,662,4545,265.94,71.763,5.0467,14.346,179.85,0.2224,2.51,35.64,232.44,231.22,52.502,1.0917,12.664,166.07,0.1303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,102,20181029,5.8,2.2,24,NA,21,NA,NA,0,0,36.324,0,663,7290,420.42,114.73,7.9609,23.209,282.51,0.3064,2.46,35.49,367.18,365.26,83.916,1.7279,20.496,260.89,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,103,20181029,5.8,2.2,24,NA,17.5,NA,NA,0,0,33.713,0,662,6715,390.2,109.33,6.9883,21.215,259.67,0.2621,2.38,37.16,340.27,338.62,79.968,1.5026,18.735,239.94,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,104,20181029,5.8,2.2,24,NA,18,NA,NA,0,0,30.986,0,662,6323,358.64,102.19,6.8679,20.677,235.79,0.2469,2.31,34.33,312.41,310.81,74.739,1.4467,18.253,217.85,0.1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,105,20181029,5.8,2.2,24,NA,20.5,NA,NA,0,0,32.874,0,662,6619,380.49,106.29,6.8723,21.336,252.87,0.2405,2.38,36.8,331.75,330.09,77.721,1.5137,18.845,233.55,0.1419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,106,20181029,5.8,2.2,24,NA,21,NA,NA,0,0,30.694,0,663,6170,355.25,99.864,6.9821,19.906,235.5,0.3122,2.36,33.73,309.61,307.97,73.013,1.4568,17.576,217.4,0.1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,107,20181029,5.8,2.2,24,NA,24.5,NA,NA,0,0,38.57,0,663,7739,446.41,127.06,8.1252,24.499,294.88,0.3081,2.32,36.29,388.8,386.83,92.961,1.7739,21.639,272.27,0.1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,108,20181029,5.8,2.2,24,NA,12,NA,NA,0,0,20.858,0,662,4462,241.41,66.334,4.9115,15.408,159.68,0.2069,2.41,32.51,210.84,209.68,48.523,1.0349,13.614,147.56,0.1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,109,20181029,5.8,2.2,24,NA,27,NA,NA,0,0,44.06,0,665,9245,509.95,149.58,10.17,30.261,330.13,0.4054,2.21,32.46,443.19,440.76,109.42,2.1979,26.739,304.64,0.2386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,110,20181029,5.8,2.2,24,NA,15,NA,NA,0,0,29.233,0,662,6159,338.34,96.608,6.3981,20.886,220.87,0.2661,2.29,34.52,294.66,293.13,70.646,1.3714,18.453,204.06,0.1578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,111,20181029,5.8,2.2,24,NA,12,NA,NA,0,0,25.92,0,662,5553,300,83.448,5.7561,19.259,197.31,0.1851,2.36,34.28,261.65,260.31,61.021,1.2297,17.014,182.29,0.1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,112,20181029,5.8,2.2,24,NA,12,NA,NA,0,0,20.201,0,662,4435,233.81,65.008,4.6222,15.795,153.02,0.1726,2.35,33.1,203.92,202.84,47.527,0.9839,13.957,141.37,0.1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,113,20181029,5.8,2.2,24,NA,22,NA,NA,0,0,31.251,0,662,6133,361.7,99.373,6.4858,19.061,243.28,0.2453,2.45,37.51,315.77,314.22,72.702,1.4083,16.832,224.71,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,114,20181029,5.8,2.2,24,NA,16,NA,NA,0,0,29.454,0,662,5892,340.9,92.544,6.2447,18.725,229.65,0.2839,2.48,36.77,297.89,296.36,67.699,1.3696,16.538,212.15,0.1668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,115,20181029,5.8,2.2,24,NA,17,NA,NA,0,0,29.75,0,662,5912,344.33,95.167,6.1461,18.604,230.58,0.2232,2.42,37.51,300.56,299.09,69.614,1.3397,16.428,213.07,0.1323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,116,20181029,5.8,2.2,24,NA,19,NA,NA,0,0,32.681,0,662,6554,378.25,104.68,6.789,20.864,252.73,0.2295,2.41,37.23,330.1,328.48,76.551,1.4885,18.421,233.53,0.1354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,117,20181029,5.8,2.2,24,NA,22.5,NA,NA,0,0,34.658,0,662,7106,401.14,114.86,6.9911,23.339,262.96,0.2808,2.29,37.61,349.27,347.57,83.992,1.5372,20.617,243,0.1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,201,75,118,20181029,5.8,2.2,24,NA,26,NA,NA,0,0,34.822,0,663,7060,403.03,114.42,7.6154,23.062,265.58,0.3361,2.32,34.87,351.02,349.19,83.66,1.6322,20.382,245.18,0.2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,201,20181029,5.8,2.3,25,NA,10,NA,NA,0,0,17.774,0,664,3560,205.72,52.079,4.2877,12.045,141.61,0.126,2.72,33.02,180.06,179.06,38.098,0.9232,10.644,130.33,0.0738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,202,20181029,5.8,2.3,25,NA,26,NA,NA,0,0,36.207,0,664,6943,419.06,112.48,8.2615,22.092,284.52,0.3815,2.53,34.44,365.59,363.55,82.31,1.8058,19.507,261.77,0.2259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,203,20181029,5.8,2.3,25,NA,25,NA,NA,0,0,33.019,0,663,6385,382.17,102.62,7.3754,20.772,258.79,0.3505,2.52,35.09,333.42,331.61,75.098,1.6067,18.334,238.21,0.2069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,204,20181029,5.8,2.3,25,NA,14,NA,NA,0,0,24.538,0,663,4795,284.01,79.449,5.7256,15.762,188.81,0.1624,2.38,32.98,247.2,245.89,58.143,1.2124,13.92,173.85,0.0968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,205,20181029,5.8,2.3,25,NA,18,NA,NA,0,0,27.648,0,663,5488,320,90.335,6.3644,18.426,211.26,0.3097,2.34,33.19,278.45,276.89,66.12,1.3763,16.267,194.53,0.1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,206,20181029,5.8,2.3,25,NA,18,NA,NA,0,0,24.734,0,663,4971,286.28,82.141,5.5433,16.887,187.27,0.2048,2.28,33.78,248.8,247.49,60.123,1.191,14.914,172.47,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,207,20181029,5.8,2.3,25,NA,12,NA,NA,0,0,20.224,0,664,3891,234.08,62.561,4.4818,12.523,159.01,0.1444,2.54,35.48,204.22,203.15,45.769,0.9819,11.058,146.35,0.0856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,208,20181029,5.8,2.3,25,NA,24,NA,NA,0,0,34.427,0,664,6692,398.46,105.59,7.9854,21.884,271.02,0.344,2.57,33.94,347.85,345.9,77.248,1.7344,19.324,249.37,0.2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,209,20181029,5.8,2.3,25,NA,22,NA,NA,0,0,34.104,0,663,6838,394.73,108.64,7.4621,23.089,263.03,0.2957,2.42,35.25,343.9,342.09,79.5,1.6321,20.394,242.23,0.1759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,210,20181029,5.8,2.3,25,NA,18,NA,NA,0,0,30.404,0,663,6229,351.9,99.43,6.9592,21.622,230.86,0.2281,2.32,33.17,306.07,304.45,72.776,1.4826,19.094,212.61,0.1355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,211,20181029,5.8,2.3,25,NA,17,NA,NA,0,0,25.832,0,663,5442,298.98,83.912,5.8274,19.489,195.59,0.1395,2.33,33.56,260.11,258.76,61.419,1.2606,17.213,180.15,0.0839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,212,20181029,5.8,2.3,25,NA,15,NA,NA,0,0,20.702,0,663,4447,239.61,67.948,4.9011,16.198,155.48,0.1951,2.29,31.72,208.43,207.27,49.732,1.0433,14.303,143.25,0.1155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,213,20181029,5.8,2.3,25,NA,21,NA,NA,0,0,25.794,0,663,4816,298.54,78.472,6.0255,14.922,205.17,0.2536,2.61,34.05,260.8,259.36,57.416,1.2845,13.166,188.81,0.1498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,214,20181029,5.8,2.3,25,NA,17,NA,NA,0,0,25.287,0,663,4971,292.67,78.333,6.1808,16.456,197.9,0.2293,2.53,32.02,255.42,253.98,57.314,1.3051,14.529,182.16,0.1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,215,20181029,5.8,2.3,25,NA,28,NA,NA,0,0,29.805,0,664,5830,344.96,90.187,6.9749,19.245,235.55,0.2241,2.61,33.77,301.39,299.75,65.99,1.5038,16.998,216.79,0.1314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,216,20181029,5.8,2.3,25,NA,14,NA,NA,0,0,24.387,0,663,4886,282.25,79.937,5.4088,16.5,185.83,0.1777,2.32,34.36,245.48,244.21,58.508,1.1682,14.563,171.16,0.1051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,217,20181029,5.8,2.3,25,NA,19.5,NA,NA,0,0,28.223,0,663,5716,326.66,93.425,6.0609,19.56,213.69,0.22,2.29,35.26,283.94,282.47,68.386,1.3441,17.27,196.84,0.1287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,202,150,218,20181029,5.8,2.3,25,NA,17,NA,NA,0,0,21.057,0,663,4278,243.71,69.428,4.5385,14.704,159.6,0.2048,2.3,35.16,211.92,210.79,50.82,1.0066,12.979,147.01,0.1213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,301,20181029,5.9,2.1,25,NA,21,NA,NA,0,0,34.41,0,664,6477,398.26,108.62,7.6335,20.149,269.52,0.2901,2.48,35.31,347.11,345.22,79.447,1.701,17.794,248.02,0.1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,302,20181029,5.9,2.1,25,NA,25,NA,NA,0,0,38.359,0,665,7615,443.97,122.4,8.6698,25.036,296.55,0.3183,2.42,34.2,386.6,384.51,89.519,1.9057,22.119,272.9,0.1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,303,20181029,5.9,2.1,25,NA,26,NA,NA,0,0,34.283,0,663,6900,396.8,105.55,7.4718,23.037,268.25,0.2635,2.54,35.9,346.53,344.72,77.211,1.6511,20.366,247.18,0.1573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,304,20181029,5.9,2.1,25,NA,18,NA,NA,0,0,30.958,0,663,6253,358.31,98.995,6.425,20.913,238.42,0.2508,2.41,37.11,312.35,310.75,72.44,1.452,18.479,219.86,0.1478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,305,20181029,5.9,2.1,25,NA,14,NA,NA,0,0,32.314,0,663,6399,374,103.34,7.2424,20.947,249.74,0.2667,2.42,34.48,326.03,324.33,75.618,1.545,18.494,230.25,0.1563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,306,20181029,5.9,2.1,25,NA,23,NA,NA,0,0,20.212,0,663,3952,233.93,64.52,4.1677,12.735,156.69,0.1688,2.43,37.6,203.93,202.9,47.211,0.9262,11.246,144.46,0.1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,307,20181029,5.9,2.1,25,NA,19.5,NA,NA,0,0,32.311,0,663,6089,373.97,97.341,7.1087,18.91,257.74,0.3461,2.65,36.26,326.91,325.14,71.197,1.574,16.704,237.26,0.2042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,308,20181029,5.9,2.1,25,NA,23.5,NA,NA,0,0,40.412,0,665,8062,467.73,131.87,8.9708,26.287,309.6,0.3562,2.35,34.51,406.74,404.51,96.461,2.0257,23.22,284.86,0.2106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,309,20181029,5.9,2.1,25,NA,31,NA,NA,0,0,46.882,0,666,9754,542.61,159.83,11.348,32.67,350.15,0.4701,2.19,30.86,470.31,467.47,116.93,2.5587,28.861,321.73,0.2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,310,20181029,5.9,2.1,25,NA,18,NA,NA,0,0,34.275,0,663,6943,396.7,111.21,7.4851,23.373,262.14,0.3144,2.36,35.02,345.56,343.73,81.381,1.6474,20.664,241.72,0.1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,311,20181029,5.9,2.1,25,NA,13,NA,NA,0,0,29.045,0,663,6044,336.17,91.452,7.0207,20.931,223.8,0.3178,2.45,31.88,293.41,291.77,66.913,1.4594,18.499,206.38,0.1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,312,20181029,5.9,2.1,25,NA,23,NA,NA,0,0,34.75,0,663,7086,402.2,112.74,7.376,23.973,265.52,0.3007,2.36,36,350.29,348.49,82.5,1.6227,21.185,244.85,0.1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,313,20181029,5.9,2.1,25,NA,18,NA,NA,0,0,27.308,0,663,5103,316.06,87.208,5.9821,15.654,213.22,0.2085,2.44,35.64,275.31,273.87,63.801,1.3202,13.813,196.28,0.1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,314,20181029,5.9,2.1,25,NA,23,NA,NA,0,0,32.662,0,663,6354,378.03,99.627,7.0394,20.595,257.83,0.2483,2.59,36.63,330.15,328.45,72.887,1.5625,18.192,237.4,0.1477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,315,20181029,5.9,2.1,25,NA,27,NA,NA,0,0,35.222,0,664,7017,407.67,106.37,7.8261,23.134,278.19,0.2781,2.62,35.55,356.44,354.55,77.836,1.7146,20.455,256.3,0.1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,316,20181029,5.9,2.1,25,NA,23,NA,NA,0,0,33.725,0,663,6784,390.34,107,6.8865,22.627,260.74,0.2855,2.44,37.86,340.47,338.76,78.315,1.5459,20.002,240.48,0.1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,317,20181029,5.9,2.1,25,NA,11,NA,NA,0,0,24.669,0,663,5108,285.52,77.067,5.7453,17.593,190.88,0.2438,2.48,33.22,249.3,247.93,56.393,1.2263,15.546,176.01,0.1439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,203,75,318,20181029,5.9,2.1,25,NA,15,NA,NA,0,0,23.686,0,663,4846,274.14,75.476,5.0642,16.45,182.23,0.2401,2.41,35.98,239.08,237.83,55.233,1.1094,14.537,168.08,0.1417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,401,20181029,5.9,2.4,26,NA,26,NA,NA,0,0,34.301,0,662,6777,397,109.37,7.064,21.345,266.31,0.2713,2.44,37.7,346.51,344.8,80.022,1.5574,18.856,245.95,0.1614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,402,20181029,5.9,2.4,26,NA,23,NA,NA,0,0,34.495,0,662,6945,399.25,110.13,7.0619,22.37,266.78,0.3126,2.42,37.78,348.46,346.73,80.574,1.5505,19.774,246.41,0.1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,403,20181029,5.9,2.4,26,NA,17,NA,NA,0,0,27.769,0,662,5604,321.4,90.839,6.1375,18.108,212.47,0.2672,2.34,34.62,280.19,278.73,66.466,1.3022,16.003,196.29,0.1579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,404,20181029,5.9,2.4,26,NA,22,NA,NA,0,0,31.206,0,662,6332,361.19,102.77,6.65,20.652,237.78,0.2632,2.31,35.76,314.63,313.04,75.188,1.4256,18.245,219.64,0.1569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,405,20181029,5.9,2.4,26,NA,18,NA,NA,0,0,26.195,0,662,5283,303.18,85.438,5.6713,17.189,200.57,0.2135,2.35,35.36,264.2,262.86,62.504,1.2148,15.185,185.2,0.1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
