container,crop,rep,bay,placement,date,time,temp_c,relative_humidity_%,dewpoint,,,,,,,,
FS2,basil,1,207,bottom,20180911,14:10:00,24.6006,58.93,16.0403,,,,,,,,
FS2,basil,1,207,bottom,20180911,14:20:00,25.0082,55.5349,15.493,,,,,,,,
FS2,basil,1,207,bottom,20180911,14:30:00,25.2441,61.0204,17.1932,,,,,,,,
FS2,basil,1,207,bottom,20180911,14:40:00,25.5444,60.082,17.2304,,,,,,,,
FS2,basil,1,207,bottom,20180911,14:50:00,25.5551,55.2679,15.9263,,,,,,,,
FS2,basil,1,207,bottom,20180911,15:00:00,25.4479,55.3594,15.8525,,,,,,,,
FS2,basil,1,207,bottom,20180911,15:10:00,25.287,55.6493,15.7846,,,,,,,,
FS2,basil,1,207,bottom,20180911,15:20:00,25.1798,55.657,15.6869,,,,,,,,
FS2,basil,1,207,bottom,20180911,15:30:00,25.1798,56.2673,15.8575,,,,,,,,
FS2,basil,1,207,bottom,20180911,15:40:00,25.2227,57.2362,16.165,,,,,,,,
FS2,basil,1,207,bottom,20180911,15:50:00,25.0832,57.1218,16.0034,,,,,,,,
FS2,basil,1,207,bottom,20180911,16:00:00,24.9545,57.3888,15.9563,,,,,,,,
FS2,basil,1,207,bottom,20180911,16:10:00,24.7293,57.2896,15.7189,,,,,,,,
FS2,basil,1,207,bottom,20180911,16:20:00,24.547,57.6177,15.6378,,,,,,,,
FS2,basil,1,207,bottom,20180911,16:30:00,24.4826,57.6177,15.5777,,,,,,,,
FS2,basil,1,207,bottom,20180911,16:40:00,24.5255,57.7321,15.6488,,,,,,,,
FS2,basil,1,207,bottom,20180911,16:50:00,24.5792,57.6711,15.6824,,,,,,,,
FS2,basil,1,207,bottom,20180911,17:00:00,24.5255,57.6177,15.6178,,,,,,,,
FS2,basil,1,207,bottom,20180911,17:10:00,24.5041,57.5262,15.5729,,,,,,,,
FS2,basil,1,207,bottom,20180911,17:20:00,24.5363,57.4117,15.5719,,,,,,,,
FS2,basil,1,207,bottom,20180911,17:30:00,24.5684,57.6177,15.6579,,,,,,,,
FS2,basil,1,207,bottom,20180911,17:40:00,24.6006,57.3202,15.607,,,,,,,,
FS2,basil,1,207,bottom,20180911,17:50:00,24.6221,57.2668,15.6125,,,,,,,,
FS2,basil,1,207,bottom,20180911,18:00:00,24.6435,57.2896,15.6388,,,,,,,,
FS2,basil,1,207,bottom,20180911,18:10:00,24.6328,57.2896,15.6288,,,,,,,,
FS2,basil,1,207,bottom,20180911,18:20:00,24.6435,57.3812,15.6637,,,,,,,,
FS2,basil,1,207,bottom,20180911,18:30:00,24.665,57.2362,15.6442,,,,,,,,
FS2,basil,1,207,bottom,20180911,18:40:00,24.665,57.2896,15.6588,,,,,,,,
FS2,basil,1,207,bottom,20180911,18:50:00,24.6864,57.2057,15.6559,,,,,,,,
FS2,basil,1,207,bottom,20180911,19:00:00,24.6864,57.4117,15.7121,,,,,,,,
FS2,basil,1,207,bottom,20180911,19:10:00,24.6757,57.2896,15.6688,,,,,,,,
FS2,basil,1,207,bottom,20180911,19:20:00,24.665,57.5567,15.7315,,,,,,,,
FS2,basil,1,207,bottom,20180911,19:30:00,24.665,57.2896,15.6588,,,,,,,,
FS2,basil,1,207,bottom,20180911,19:40:00,24.6435,57.4956,15.6949,,,,,,,,
FS2,basil,1,207,bottom,20180911,19:50:00,24.6113,57.5872,15.6897,,,,,,,,
FS2,basil,1,207,bottom,20180911,20:00:00,24.6328,57.6711,15.7325,,,,,,,,
FS2,basil,1,207,bottom,20180911,20:10:00,24.6221,57.7321,15.739,,,,,,,,
FS2,basil,1,207,bottom,20180911,20:20:00,24.6113,57.7932,15.7455,,,,,,,,
FS2,basil,1,207,bottom,20180911,20:30:00,24.6006,57.7016,15.7107,,,,,,,,
FS2,basil,1,207,bottom,20180911,20:40:00,24.6006,58.1441,15.8301,,,,,,,,
FS2,basil,1,207,bottom,20180911,20:50:00,24.5899,57.9076,15.7564,,,,,,,,
FS2,basil,1,207,bottom,20180911,21:00:00,24.5792,57.8771,15.7381,,,,,,,,
FS2,basil,1,207,bottom,20180911,21:10:00,24.5684,57.7932,15.7054,,,,,,,,
FS2,basil,1,207,bottom,20180911,21:20:00,24.547,57.9381,15.7245,,,,,,,,
FS2,basil,1,207,bottom,20180911,21:30:00,24.5684,57.8466,15.7198,,,,,,,,
FS2,basil,1,207,bottom,20180911,21:40:00,24.5684,57.9076,15.7363,,,,,,,,
FS2,basil,1,207,bottom,20180911,21:50:00,24.547,57.9381,15.7245,,,,,,,,
FS2,basil,1,207,bottom,20180911,22:00:00,24.5041,57.8771,15.6679,,,,,,,,
FS2,basil,1,207,bottom,20180911,22:10:00,24.0107,57.6711,15.1511,,,,,,,,
FS2,basil,1,207,bottom,20180911,22:20:00,23.335,58.6248,14.7737,,,,,,,,
FS2,basil,1,207,bottom,20180911,22:30:00,22.7237,59.5556,14.4445,,,,,,,,
FS2,basil,1,207,bottom,20180911,22:40:00,22.2411,60.3338,14.1918,,,,,,,,
FS2,basil,1,207,bottom,20180911,22:50:00,21.8657,60.6771,13.9263,,,,,,,,
FS2,basil,1,207,bottom,20180911,23:00:00,21.5976,61.2188,13.8108,,,,,,,,
FS2,basil,1,207,bottom,20180911,23:10:00,21.3616,60.9212,13.5137,,,,,,,,
FS2,basil,1,207,bottom,20180911,23:20:00,21.1578,61.0967,13.3659,,,,,,,,
FS2,basil,1,207,bottom,20180911,23:30:00,20.9755,61.1501,13.2076,,,,,,,,
FS2,basil,1,207,bottom,20180911,23:40:00,20.8254,61.1425,13.0642,,,,,,,,
FS2,basil,1,207,bottom,20180911,23:50:00,20.7396,61.2874,13.0196,,,,,,,,
FS2,basil,1,207,bottom,20180912,00:00:00,20.7396,61.2874,13.0196,,,,,,,,
FS2,basil,1,207,bottom,20180912,00:10:00,20.6109,61.173,12.8698,,,,,,,,
FS2,basil,1,207,bottom,20180912,00:20:00,20.5358,61.1959,12.8048,,,,,,,,
FS2,basil,1,207,bottom,20180912,00:30:00,20.4822,61.2569,12.7695,,,,,,,,
FS2,basil,1,207,bottom,20180912,00:40:00,20.4393,61.1959,12.7138,,,,,,,,
FS2,basil,1,207,bottom,20180912,00:50:00,20.3964,61.1959,12.6734,,,,,,,,
FS2,basil,1,207,bottom,20180912,01:00:00,20.3749,61.3714,12.6969,,,,,,,,
FS2,basil,1,207,bottom,20180912,01:10:00,20.3749,61.1959,12.6532,,,,,,,,
FS2,basil,1,207,bottom,20180912,01:20:00,20.3427,61.112,12.6019,,,,,,,,
FS2,basil,1,207,bottom,20180912,01:30:00,20.2891,61.0815,12.5438,,,,,,,,
FS2,basil,1,207,bottom,20180912,01:40:00,20.2569,61.1654,12.5344,,,,,,,,
FS2,basil,1,207,bottom,20180912,01:50:00,20.2462,61.112,12.511,,,,,,,,
FS2,basil,1,207,bottom,20180912,02:00:00,20.214,61.1425,12.4883,,,,,,,,
FS2,basil,1,207,bottom,20180912,02:10:00,20.1819,61.173,12.4656,,,,,,,,
FS2,basil,1,207,bottom,20180912,02:20:00,20.1819,61.173,12.4656,,,,,,,,
FS2,basil,1,207,bottom,20180912,02:30:00,20.1604,61.173,12.4454,,,,,,,,
FS2,basil,1,207,bottom,20180912,02:40:00,20.1604,61.112,12.4302,,,,,,,,
FS2,basil,1,207,bottom,20180912,02:50:00,20.139,61.1425,12.4176,,,,,,,,
FS2,basil,1,207,bottom,20180912,03:00:00,20.1282,61.0891,12.3942,,,,,,,,
FS2,basil,1,207,bottom,20180912,03:10:00,20.1068,61.1425,12.3873,,,,,,,,
FS2,basil,1,207,bottom,20180912,03:20:00,20.1068,61.173,12.3949,,,,,,,,
FS2,basil,1,207,bottom,20180912,03:30:00,20.0961,61.0891,12.3638,,,,,,,,
FS2,basil,1,207,bottom,20180912,03:40:00,20.0746,61.1425,12.3569,,,,,,,,
FS2,basil,1,207,bottom,20180912,03:50:00,20.0532,61.1425,12.3367,,,,,,,,
FS2,basil,1,207,bottom,20180912,04:00:00,20.0532,61.112,12.3291,,,,,,,,
FS2,basil,1,207,bottom,20180912,04:10:00,20.0317,61.173,12.3241,,,,,,,,
FS2,basil,1,207,bottom,20180912,04:20:00,20.0532,61.3485,12.3879,,,,,,,,
FS2,basil,1,207,bottom,20180912,04:30:00,20.0532,61.0891,12.3234,,,,,,,,
FS2,basil,1,207,bottom,20180912,04:40:00,20.021,61.112,12.2988,,,,,,,,
FS2,basil,1,207,bottom,20180912,04:50:00,19.9995,61.0586,12.2653,,,,,,,,
FS2,basil,1,207,bottom,20180912,05:00:00,19.9888,61.112,12.2685,,,,,,,,
FS2,basil,1,207,bottom,20180912,05:10:00,19.9888,61.112,12.2685,,,,,,,,
FS2,basil,1,207,bottom,20180912,05:20:00,19.9674,61.112,12.2483,,,,,,,,
FS2,basil,1,207,bottom,20180912,05:30:00,19.9459,61.112,12.2281,,,,,,,,
FS2,basil,1,207,bottom,20180912,05:40:00,19.9245,61.112,12.2079,,,,,,,,
FS2,basil,1,207,bottom,20180912,05:50:00,19.9137,61.112,12.1978,,,,,,,,
FS2,basil,1,207,bottom,20180912,06:00:00,19.9352,61.318,12.2692,,,,,,,,
FS2,basil,1,207,bottom,20180912,06:10:00,20.3427,61.2874,12.6457,,,,,,,,
FS2,basil,1,207,bottom,20180912,06:20:00,20.9755,60.6847,13.0905,,,,,,,,
FS2,basil,1,207,bottom,20180912,06:30:00,21.5761,60.1736,13.5257,,,,,,,,
FS2,basil,1,207,bottom,20180912,06:40:00,22.0802,59.9218,13.9349,,,,,,,,
FS2,basil,1,207,bottom,20180912,06:50:00,22.4985,59.609,14.247,,,,,,,,
FS2,basil,1,207,bottom,20180912,07:00:00,22.8095,59.4106,14.4873,,,,,,,,
FS2,basil,1,207,bottom,20180912,07:10:00,23.0776,59.1207,14.6631,,,,,,,,
FS2,basil,1,207,bottom,20180912,07:20:00,23.3029,59.0978,14.8682,,,,,,,,
FS2,basil,1,207,bottom,20180912,07:30:00,23.453,59.2122,15.0391,,,,,,,,
FS2,basil,1,207,bottom,20180912,07:40:00,23.5924,59.2428,15.1779,,,,,,,,
FS2,basil,1,207,bottom,20180912,07:50:00,23.7104,59.1894,15.2745,,,,,,,,
FS2,basil,1,207,bottom,20180912,08:00:00,23.6032,58.7163,15.0491,,,,,,,,
FS2,basil,1,207,bottom,20180912,08:10:00,23.3458,58.9529,14.8703,,,,,,,,
FS2,basil,1,207,bottom,20180912,08:20:00,23.3565,59.5022,15.0245,,,,,,,,
FS2,basil,1,207,bottom,20180912,08:30:00,23.5603,59.3877,15.1857,,,,,,,,
FS2,basil,1,207,bottom,20180912,08:40:00,23.5924,59.1283,15.1478,,,,,,,,
FS2,basil,1,207,bottom,20180912,08:50:00,23.7748,59.2809,15.3589,,,,,,,,
FS2,basil,1,207,bottom,20180912,09:00:00,23.9035,59.1283,15.4394,,,,,,,,
FS2,basil,1,207,bottom,20180912,09:10:00,23.9464,59.1283,15.4796,,,,,,,,
FS2,basil,1,207,bottom,20180912,09:20:00,24.0107,58.8384,15.4633,,,,,,,,
FS2,basil,1,207,bottom,20180912,09:30:00,24.0107,59.0749,15.5259,,,,,,,,
FS2,basil,1,207,bottom,20180912,09:40:00,24.0965,59.1054,15.6144,,,,,,,,
FS2,basil,1,207,bottom,20180912,09:50:00,24.1072,59.1054,15.6244,,,,,,,,
FS2,basil,1,207,bottom,20180912,10:00:00,24.1072,59.1588,15.6385,,,,,,,,
FS2,basil,1,207,bottom,20180912,10:10:00,24.118,59.3343,15.6949,,,,,,,,
FS2,basil,1,207,bottom,20180912,10:20:00,24.118,59.2199,15.6647,,,,,,,,
FS2,basil,1,207,bottom,20180912,10:30:00,24.1394,59.1588,15.6687,,,,,,,,
FS2,basil,1,207,bottom,20180912,10:40:00,24.1394,59.2809,15.7009,,,,,,,,
FS2,basil,1,207,bottom,20180912,10:50:00,24.118,59.2809,15.6808,,,,,,,,
FS2,basil,1,207,bottom,20180912,11:00:00,24.118,59.5403,15.749,,,,,,,,
FS2,basil,1,207,bottom,20180912,11:10:00,24.118,59.3954,15.7109,,,,,,,,
FS2,basil,1,207,bottom,20180912,11:20:00,24.1609,60.0133,15.9131,,,,,,,,
FS2,basil,1,207,bottom,20180912,11:30:00,24.193,59.2504,15.7432,,,,,,,,
FS2,basil,1,207,bottom,20180912,11:40:00,24.1501,59.3343,15.725,,,,,,,,
FS2,basil,1,207,bottom,20180912,11:50:00,24.1501,59.3954,15.7411,,,,,,,,
FS2,basil,1,207,bottom,20180912,12:00:00,24.1394,59.3648,15.723,,,,,,,,
FS2,basil,1,207,bottom,20180912,12:10:00,24.1716,59.4564,15.7773,,,,,,,,
FS2,basil,1,207,bottom,20180912,12:20:00,24.1609,59.4259,15.7592,,,,,,,,
FS2,basil,1,207,bottom,20180912,12:30:00,24.1823,59.3954,15.7713,,,,,,,,
FS2,basil,1,207,bottom,20180912,12:40:00,24.1823,59.3954,15.7713,,,,,,,,
FS2,basil,1,207,bottom,20180912,12:50:00,24.1501,59.6548,15.8093,,,,,,,,
FS2,basil,1,207,bottom,20180912,13:00:00,24.1394,59.4564,15.7471,,,,,,,,
FS2,basil,1,207,bottom,20180912,13:10:00,24.1823,59.4259,15.7793,,,,,,,,
FS2,basil,1,207,bottom,20180912,13:20:00,24.1501,59.5708,15.7872,,,,,,,,
FS2,basil,1,207,bottom,20180912,13:30:00,24.1609,60.4177,16.0183,,,,,,,,
FS2,basil,1,207,bottom,20180912,13:40:00,24.1609,60.1888,15.9588,,,,,,,,
FS2,basil,1,207,bottom,20180912,13:50:00,24.1287,60.4482,15.9959,,,,,,,,
FS2,basil,1,207,bottom,20180912,14:00:00,24.1287,60.0667,15.8968,,,,,,,,
FS2,basil,1,207,bottom,20180912,14:10:00,24.1072,60.0133,15.8627,,,,,,,,
FS2,basil,1,207,bottom,20180912,14:20:00,24.1072,59.9218,15.8389,,,,,,,,
FS2,basil,1,207,bottom,20180912,14:30:00,24.1072,59.8913,15.8309,,,,,,,,
FS2,basil,1,207,bottom,20180912,14:40:00,24.1501,60.1888,15.9488,,,,,,,,
FS2,basil,1,207,bottom,20180912,14:50:00,24.2145,59.8379,15.9176,,,,,,,,
FS2,basil,1,207,bottom,20180912,15:00:00,24.1823,59.7463,15.8635,,,,,,,,
FS2,basil,1,207,bottom,20180912,15:10:00,24.118,59.6548,15.7791,,,,,,,,
FS2,basil,1,207,bottom,20180912,15:20:00,24.1072,59.5708,15.747,,,,,,,,
FS2,basil,1,207,bottom,20180912,15:30:00,24.1287,59.5098,15.7511,,,,,,,,
FS2,basil,1,207,bottom,20180912,15:40:00,24.193,59.6853,15.8575,,,,,,,,
FS2,basil,1,207,bottom,20180912,15:50:00,24.2574,59.0444,15.749,,,,,,,,
FS2,basil,1,207,bottom,20180912,16:00:00,24.3539,59.1665,15.8718,,,,,,,,
FS2,basil,1,207,bottom,20180912,16:10:00,24.3861,58.64,15.7622,,,,,,,,
FS2,basil,1,207,bottom,20180912,16:20:00,24.3646,58.4951,15.7034,,,,,,,,
FS2,basil,1,207,bottom,20180912,16:30:00,24.3432,58.518,15.6894,,,,,,,,
FS2,basil,1,207,bottom,20180912,16:40:00,24.3539,58.518,15.6995,,,,,,,,
FS2,basil,1,207,bottom,20180912,16:50:00,24.3968,58.373,15.7009,,,,,,,,
FS2,basil,1,207,bottom,20180912,17:00:00,24.3968,58.6095,15.7641,,,,,,,,
FS2,basil,1,207,bottom,20180912,17:10:00,24.4183,58.579,15.776,,,,,,,,
FS2,basil,1,207,bottom,20180912,17:20:00,24.4075,58.4646,15.7354,,,,,,,,
FS2,basil,1,207,bottom,20180912,17:30:00,24.4183,58.579,15.776,,,,,,,,
FS2,basil,1,207,bottom,20180912,17:40:00,24.3968,58.518,15.7396,,,,,,,,
FS2,basil,1,207,bottom,20180912,17:50:00,24.4075,58.5485,15.7578,,,,,,,,
FS2,basil,1,207,bottom,20180912,18:00:00,24.4397,58.4951,15.7737,,,,,,,,
FS2,basil,1,207,bottom,20180912,18:10:00,24.4397,58.4951,15.7737,,,,,,,,
FS2,basil,1,207,bottom,20180912,18:20:00,24.4183,58.4951,15.7536,,,,,,,,
FS2,basil,1,207,bottom,20180912,18:30:00,24.4183,58.64,15.7923,,,,,,,,
FS2,basil,1,207,bottom,20180912,18:40:00,24.4183,58.579,15.776,,,,,,,,
FS2,basil,1,207,bottom,20180912,18:50:00,24.4504,58.579,15.8062,,,,,,,,
FS2,basil,1,207,bottom,20180912,19:00:00,24.4397,58.7316,15.8368,,,,,,,,
FS2,basil,1,207,bottom,20180912,19:10:00,24.429,58.6095,15.7942,,,,,,,,
FS2,basil,1,207,bottom,20180912,19:20:00,24.4397,58.579,15.7961,,,,,,,,
FS2,basil,1,207,bottom,20180912,19:30:00,24.4612,58.5485,15.808,,,,,,,,
FS2,basil,1,207,bottom,20180912,19:40:00,24.4397,58.6706,15.8205,,,,,,,,
FS2,basil,1,207,bottom,20180912,19:50:00,24.4075,58.7545,15.8128,,,,,,,,
FS2,basil,1,207,bottom,20180912,20:00:00,24.429,58.8155,15.8491,,,,,,,,
FS2,basil,1,207,bottom,20180912,20:10:00,24.429,58.9071,15.8734,,,,,,,,
FS2,basil,1,207,bottom,20180912,20:20:00,24.4075,58.7545,15.8128,,,,,,,,
FS2,basil,1,207,bottom,20180912,20:30:00,24.3861,58.846,15.817,,,,,,,,
FS2,basil,1,207,bottom,20180912,20:40:00,24.4075,58.9605,15.8675,,,,,,,,
FS2,basil,1,207,bottom,20180912,20:50:00,24.4075,58.8994,15.8513,,,,,,,,
FS2,basil,1,207,bottom,20180912,21:00:00,24.4075,58.5485,15.7578,,,,,,,,
FS2,basil,1,207,bottom,20180912,21:10:00,24.4075,58.724,15.8046,,,,,,,,
FS2,basil,1,207,bottom,20180912,21:20:00,24.4183,58.7545,15.8228,,,,,,,,
FS2,basil,1,207,bottom,20180912,21:30:00,24.429,58.8766,15.8653,,,,,,,,
FS2,basil,1,207,bottom,20180912,21:40:00,24.4183,58.724,15.8147,,,,,,,,
FS2,basil,1,207,bottom,20180912,21:50:00,24.4075,58.7545,15.8128,,,,,,,,
FS2,basil,1,207,bottom,20180912,22:00:00,24.3539,58.4341,15.677,,,,,,,,
FS2,basil,1,207,bottom,20180912,22:10:00,23.8391,58.6324,15.2478,,,,,,,,
FS2,basil,1,207,bottom,20180912,22:20:00,23.1742,59.3267,14.8075,,,,,,,,
FS2,basil,1,207,bottom,20180912,22:30:00,22.6057,60.1888,14.4974,,,,,,,,
FS2,basil,1,207,bottom,20180912,22:40:00,22.0909,60.7076,14.146,,,,,,,,
FS2,basil,1,207,bottom,20180912,22:50:00,21.6941,61.2264,13.9037,,,,,,,,
FS2,basil,1,207,bottom,20180912,23:00:00,21.426,61.7071,13.7714,,,,,,,,
FS2,basil,1,207,bottom,20180912,23:10:00,21.19,61.8215,13.5774,,,,,,,,
FS2,basil,1,207,bottom,20180912,23:20:00,21.0184,61.6384,13.37,,,,,,,,
FS2,basil,1,207,bottom,20180912,23:30:00,20.8254,61.6918,13.2013,,,,,,,,
FS2,basil,1,207,bottom,20180912,23:40:00,20.7396,61.6613,13.1128,,,,,,,,
FS2,basil,1,207,bottom,20180912,23:50:00,20.643,61.6918,13.0293,,,,,,,,
FS2,basil,1,207,bottom,20180913,00:00:00,20.5143,61.6003,12.8852,,,,,,,,
FS2,basil,1,207,bottom,20180913,00:10:00,20.4178,61.6613,12.8093,,,,,,,,
FS2,basil,1,207,bottom,20180913,00:20:00,20.3856,61.8902,12.8356,,,,,,,,
FS2,basil,1,207,bottom,20180913,00:30:00,20.3535,61.5468,12.7203,,,,,,,,
FS2,basil,1,207,bottom,20180913,00:40:00,20.3106,61.4553,12.6571,,,,,,,,
FS2,basil,1,207,bottom,20180913,00:50:00,20.2569,61.4858,12.6141,,,,,,,,
FS2,basil,1,207,bottom,20180913,01:00:00,20.2033,61.4629,12.5579,,,,,,,,
FS2,basil,1,207,bottom,20180913,01:10:00,20.1926,61.4019,12.5326,,,,,,,,
FS2,basil,1,207,bottom,20180913,01:20:00,20.1711,61.3714,12.5048,,,,,,,,
FS2,basil,1,207,bottom,20180913,01:30:00,20.1497,61.3714,12.4846,,,,,,,,
FS2,basil,1,207,bottom,20180913,01:40:00,20.1175,61.3714,12.4543,,,,,,,,
FS2,basil,1,207,bottom,20180913,01:50:00,20.1282,61.4324,12.4795,,,,,,,,
FS2,basil,1,207,bottom,20180913,02:00:00,20.1282,61.2035,12.4227,,,,,,,,
FS2,basil,1,207,bottom,20180913,02:10:00,20.0853,61.2569,12.3955,,,,,,,,
FS2,basil,1,207,bottom,20180913,02:20:00,20.0639,61.2874,12.3829,,,,,,,,
FS2,basil,1,207,bottom,20180913,02:30:00,20.0532,61.318,12.3804,,,,,,,,
FS2,basil,1,207,bottom,20180913,02:40:00,20.0317,61.318,12.3601,,,,,,,,
FS2,basil,1,207,bottom,20180913,02:50:00,20.0103,61.234,12.3191,,,,,,,,
FS2,basil,1,207,bottom,20180913,03:00:00,20.0103,61.234,12.3191,,,,,,,,
FS2,basil,1,207,bottom,20180913,03:10:00,19.9888,61.234,12.2989,,,,,,,,
FS2,basil,1,207,bottom,20180913,03:20:00,19.9674,61.2569,12.2843,,,,,,,,
FS2,basil,1,207,bottom,20180913,03:30:00,19.9566,61.2874,12.2818,,,,,,,,
FS2,basil,1,207,bottom,20180913,03:40:00,19.9459,61.234,12.2584,,,,,,,,
FS2,basil,1,207,bottom,20180913,03:50:00,19.9352,61.234,12.2483,,,,,,,,
FS2,basil,1,207,bottom,20180913,04:00:00,19.9245,61.2874,12.2515,,,,,,,,
FS2,basil,1,207,bottom,20180913,04:10:00,19.9137,61.2569,12.2338,,,,,,,,
FS2,basil,1,207,bottom,20180913,04:20:00,19.903,61.234,12.218,,,,,,,,
FS2,basil,1,207,bottom,20180913,04:30:00,19.8923,61.234,12.2079,,,,,,,,
FS2,basil,1,207,bottom,20180913,04:40:00,19.8816,61.2569,12.2035,,,,,,,,
FS2,basil,1,207,bottom,20180913,04:50:00,19.8708,61.318,12.2085,,,,,,,,
FS2,basil,1,207,bottom,20180913,05:00:00,19.8601,61.234,12.1776,,,,,,,,
FS2,basil,1,207,bottom,20180913,05:10:00,19.8601,61.318,12.1984,,,,,,,,
FS2,basil,1,207,bottom,20180913,05:20:00,19.8708,61.173,12.1725,,,,,,,,
FS2,basil,1,207,bottom,20180913,05:30:00,19.8494,61.1501,12.1466,,,,,,,,
FS2,basil,1,207,bottom,20180913,05:40:00,19.8279,61.1806,12.134,,,,,,,,
FS2,basil,1,207,bottom,20180913,05:50:00,19.8065,61.2035,12.1195,,,,,,,,
FS2,basil,1,207,bottom,20180913,06:00:00,19.8065,61.318,12.1479,,,,,,,,
FS2,basil,1,207,bottom,20180913,06:10:00,20.2248,61.3103,12.5402,,,,,,,,
FS2,basil,1,207,bottom,20180913,06:20:00,20.8039,60.8297,12.9655,,,,,,,,
FS2,basil,1,207,bottom,20180913,06:30:00,21.4367,60.349,13.4393,,,,,,,,
FS2,basil,1,207,bottom,20180913,06:40:00,21.9408,59.7997,13.7725,,,,,,,,
FS2,basil,1,207,bottom,20180913,06:50:00,22.3591,59.609,14.1161,,,,,,,,
FS2,basil,1,207,bottom,20180913,07:00:00,22.6915,59.464,14.3905,,,,,,,,
FS2,basil,1,207,bottom,20180913,07:10:00,22.9811,59.4411,14.6563,,,,,,,,
FS2,basil,1,207,bottom,20180913,07:20:00,23.1849,59.3267,14.8176,,,,,,,,
FS2,basil,1,207,bottom,20180913,07:30:00,23.335,59.2122,14.9285,,,,,,,,
FS2,basil,1,207,bottom,20180913,07:40:00,23.4852,59.1512,15.0532,,,,,,,,
FS2,basil,1,207,bottom,20180913,07:50:00,23.5603,59.3038,15.1637,,,,,,,,
FS2,basil,1,207,bottom,20180913,08:00:00,23.6568,59.0978,15.2001,,,,,,,,
FS2,basil,1,207,bottom,20180913,08:10:00,23.7533,59.1894,15.3147,,,,,,,,
FS2,basil,1,207,bottom,20180913,08:20:00,23.7962,59.2809,15.379,,,,,,,,
FS2,basil,1,207,bottom,20180913,08:30:00,23.8391,59.5098,15.4794,,,,,,,,
FS2,basil,1,207,bottom,20180913,08:40:00,23.8713,59.2809,15.4494,,,,,,,,
FS2,basil,1,207,bottom,20180913,08:50:00,23.9035,59.3648,15.5017,,,,,,,,
FS2,basil,1,207,bottom,20180913,09:00:00,23.9678,59.2504,15.5319,,,,,,,,
FS2,basil,1,207,bottom,20180913,09:10:00,23.9893,59.4793,15.6123,,,,,,,,
FS2,basil,1,207,bottom,20180913,09:20:00,24.0107,59.2733,15.5782,,,,,,,,
FS2,basil,1,207,bottom,20180913,09:30:00,24,59.2504,15.5621,,,,,,,,
FS2,basil,1,207,bottom,20180913,09:40:00,24.0322,59.4793,15.6525,,,,,,,,
FS2,basil,1,207,bottom,20180913,09:50:00,24.1287,60.1888,15.9286,,,,,,,,
FS2,basil,1,207,bottom,20180913,10:00:00,24.118,59.8607,15.833,,,,,,,,
FS2,basil,1,207,bottom,20180913,10:10:00,24.0965,59.6853,15.7669,,,,,,,,
FS2,basil,1,207,bottom,20180913,10:20:00,24.0858,59.4259,15.6888,,,,,,,,
FS2,basil,1,207,bottom,20180913,10:30:00,24.0751,59.4564,15.6867,,,,,,,,
FS2,basil,1,207,bottom,20180913,10:40:00,24.0429,59.3648,15.6325,,,,,,,,
FS2,basil,1,207,bottom,20180913,10:50:00,24.0643,59.6013,15.7147,,,,,,,,
FS2,basil,1,207,bottom,20180913,11:00:00,24.0858,59.5708,15.7269,,,,,,,,
FS2,basil,1,207,bottom,20180913,11:10:00,24.1072,59.4793,15.7229,,,,,,,,
FS2,basil,1,207,bottom,20180913,11:20:00,24.118,59.5708,15.7571,,,,,,,,
FS2,basil,1,207,bottom,20180913,11:30:00,24.118,59.3343,15.6949,,,,,,,,
FS2,basil,1,207,bottom,20180913,11:40:00,24.1716,59.6853,15.8374,,,,,,,,
FS2,basil,1,207,bottom,20180913,11:50:00,24.2145,59.8913,15.9316,,,,,,,,
FS2,basil,1,207,bottom,20180913,12:00:00,24.2145,60.5092,16.0924,,,,,,,,
FS2,basil,1,207,bottom,20180913,12:10:00,24.1823,60.1888,15.979,,,,,,,,
FS2,basil,1,207,bottom,20180913,12:20:00,24.1394,60.0667,15.9069,,,,,,,,
FS2,basil,1,207,bottom,20180913,12:30:00,24.1394,59.8913,15.8611,,,,,,,,
FS2,basil,1,207,bottom,20180913,12:40:00,24.118,59.7768,15.811,,,,,,,,
FS2,basil,1,207,bottom,20180913,12:50:00,24.1287,59.9218,15.859,,,,,,,,
FS2,basil,1,207,bottom,20180913,13:00:00,24.1394,59.6853,15.8072,,,,,,,,
FS2,basil,1,207,bottom,20180913,13:10:00,24.1501,59.6853,15.8173,,,,,,,,
FS2,basil,1,207,bottom,20180913,13:20:00,24.1716,59.7158,15.8454,,,,,,,,
FS2,basil,1,207,bottom,20180913,13:30:00,24.1716,59.5098,15.7913,,,,,,,,
FS2,basil,1,207,bottom,20180913,13:40:00,24.193,59.6853,15.8575,,,,,,,,
FS2,basil,1,207,bottom,20180913,13:50:00,24.2038,59.4793,15.8135,,,,,,,,
FS2,basil,1,207,bottom,20180913,14:00:00,24.2038,59.5403,15.8296,,,,,,,,
FS2,basil,1,207,bottom,20180913,14:10:00,24.2038,59.5708,15.8376,,,,,,,,
FS2,basil,1,207,bottom,20180913,14:20:00,24.2359,59.6624,15.8918,,,,,,,,
FS2,basil,1,207,bottom,20180913,14:30:00,24.2359,59.4869,15.8457,,,,,,,,
FS2,basil,1,207,bottom,20180913,14:40:00,24.2252,59.3954,15.8115,,,,,,,,
FS2,basil,1,207,bottom,20180913,14:50:00,24.2359,59.6548,15.8898,,,,,,,,
